Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,NSLP Provision 2 or 3 School ,Charter School Number,Charter Funding Type,Low Grade,High Grade,Enrollment (K-12),Unadjusted Free Meal Count (K-12),Adjusted Free Meal Count (K-12),Adjusted Percent (%) Eligible Free (K-12),Unadjusted FRPM Count (K-12),Adjusted FRPM Count (K-12),Adjusted Percent (%) Eligible FRPM (K-12),Enrollment (Ages 5-17),Unadjusted Free Meal Count (Ages 5-17),Adjusted Free Meal Count (Ages 5-17),Adjusted Percent (%) Eligible Free (Ages 5-17),Unadjusted FRPM Count (Ages 5-17),Adjusted FRPM Count (Ages 5-17),Adjusted Percent (%) Eligible FRPM (Ages 5-17),2013-14 CALPADS Fall 1 Certification Status
2013-14,1,61192,6001127,Alameda,Hayward Unified,Ruus Elementary,N,,,K,6,618,423,424,68.6%,470,471,76.2%,595,413,414,69.6%,460,461,77.5%,Y
2013-14,1,61192,6001135,Alameda,Hayward Unified,Schafer Park Elementary,Y,,,K,6,689,509,511,74.2%,573,573,83.2%,688,508,510,74.1%,572,572,83.1%,Y
2013-14,1,61192,6001176,Alameda,Hayward Unified,Southgate Elementary,N,,,K,6,687,364,364,53.0%,412,412,60.0%,664,356,356,53.6%,402,402,60.5%,Y
2013-14,1,61192,6001192,Alameda,Hayward Unified,Treeview Elementary,N,,,K,6,585,372,372,63.6%,417,417,71.3%,585,372,372,63.6%,417,417,71.3%,Y
2013-14,1,61192,6056931,Alameda,Hayward Unified,Bret Harte Middle,N,,,7,8,665,395,398,59.8%,448,451,67.8%,665,395,398,59.8%,448,451,67.8%,Y
2013-14,1,61192,6056949,Alameda,Hayward Unified,Cesar Chavez Middle,Y,,,7,8,529,374,374,70.7%,429,429,81.1%,529,374,374,70.7%,429,429,81.1%,Y
2013-14,1,61192,6056956,Alameda,Hayward Unified,Anthony W. Ochoa Middle,N,,,7,8,594,347,347,58.4%,402,402,67.7%,594,347,347,58.4%,402,402,67.7%,Y
2013-14,1,61192,6056972,Alameda,Hayward Unified,Winton Middle,Y,,,7,8,540,371,372,68.9%,425,426,78.9%,540,371,372,68.9%,425,426,78.9%,Y
2013-14,1,61192,6062160,Alameda,Hayward Unified,Strobridge Elementary,N,,,K,6,653,435,436,66.8%,493,494,75.7%,651,433,434,66.7%,491,492,75.6%,Y
2013-14,1,61192,6066476,Alameda,Hayward Unified,"Martin Luther King, Jr. Middle",N,,,7,8,778,530,530,68.1%,616,616,79.2%,778,530,530,68.1%,616,616,79.2%,Y
2013-14,1,61192,6090583,Alameda,Hayward Unified,Eden Gardens Elementary,N,,,K,6,562,293,295,52.5%,333,335,59.6%,562,293,295,52.5%,333,335,59.6%,Y
2013-14,1,61192,6104566,Alameda,Hayward Unified,Tyrrell Elementary,Y,,,K,6,789,585,586,74.3%,609,610,77.3%,789,585,586,74.3%,609,610,77.3%,Y
2013-14,1,61192,6113815,Alameda,Hayward Unified,Faith Ringgold School of Arts and Science,N,,,K,8,144,85,85,59.0%,104,104,72.2%,144,85,85,59.0%,104,104,72.2%,Y
2013-14,1,61200,1,Alameda,Livermore Valley Joint Unified,"Nonpublic, Nonsectarian Schools",N,,,,,31,1,2,6.5%,1,2,6.5%,30,1,2,6.7%,1,2,6.7%,Y
2013-14,1,61200,107839,Alameda,Livermore Valley Joint Unified,Livermore Valley Charter,N,1565,Directly funded,K,8,1095,39,40,3.7%,45,46,4.2%,1095,39,40,3.7%,45,46,4.2%,Y
2013-14,1,61200,130393,Alameda,Livermore Valley Joint Unified,Vineyard Alternative,N,,,1,12,126,20,22,17.5%,22,24,19.0%,120,19,21,17.5%,20,22,18.3%,Y
2013-14,1,61200,132670,Alameda,Livermore Valley Joint Unified,Del Valle Continuation High,N,,,7,12,143,56,56,39.2%,60,60,42.0%,104,39,39,37.5%,42,42,40.4%,Y
2013-14,1,61200,133397,Alameda,Livermore Valley Joint Unified,Granada High,N,,,9,12,1990,238,240,12.1%,281,283,14.2%,1911,219,221,11.6%,259,261,13.7%,Y
2013-14,1,61200,134536,Alameda,Livermore Valley Joint Unified,Livermore High,N,,,9,12,1750,280,286,16.3%,347,352,20.1%,1691,265,271,16.0%,330,335,19.8%,Y
2013-14,1,61200,6001234,Alameda,Livermore Valley Joint Unified,Junction K-8,N,,,K,8,823,470,471,57.2%,506,507,61.6%,823,470,471,57.2%,506,507,61.6%,Y
2013-14,1,61200,6001242,Alameda,Livermore Valley Joint Unified,East Avenue Middle,N,,,6,8,612,170,172,28.1%,194,195,31.9%,612,170,172,28.1%,194,195,31.9%,Y
2013-14,1,61200,6001259,Alameda,Livermore Valley Joint Unified,Emma C. Smith Elementary,N,,,K,5,743,60,61,8.2%,67,68,9.2%,743,60,61,8.2%,67,68,9.2%,Y
2013-14,1,61200,6001283,Alameda,Livermore Valley Joint Unified,Jackson Avenue Elementary,N,,,K,5,525,202,205,39.0%,230,232,44.2%,505,195,198,39.2%,223,225,44.6%,Y
2013-14,1,61200,6001291,Alameda,Livermore Valley Joint Unified,Joe Michell,N,,,K,8,485,162,164,33.8%,190,192,39.6%,471,158,159,33.8%,186,187,39.7%,Y
2013-14,1,61200,6001317,Alameda,Livermore Valley Joint Unified,Marylin Avenue Elementary,N,,,K,5,458,351,352,76.9%,383,384,83.8%,440,336,337,76.6%,368,369,83.9%,Y
2013-14,1,61200,6001341,Alameda,Livermore Valley Joint Unified,William Mendenhall Middle,N,,,6,8,963,79,80,8.3%,99,100,10.4%,963,79,80,8.3%,99,100,10.4%,Y
2013-14,1,61200,6071906,Alameda,Livermore Valley Joint Unified,Arroyo Seco Elementary,N,,,K,5,688,127,129,18.8%,147,148,21.5%,675,126,128,19.0%,146,147,21.8%,Y
2013-14,1,61200,6085773,Alameda,Livermore Valley Joint Unified,Andrew N. Christensen Middle,N,,,6,8,685,110,114,16.6%,135,139,20.3%,685,110,114,16.6%,135,139,20.3%,Y
2013-14,1,61200,6089338,Alameda,Livermore Valley Joint Unified,Rancho Las Positas Elementary,N,,,K,5,548,85,85,15.5%,109,109,19.9%,527,83,83,15.7%,107,107,20.3%,Y
2013-14,1,61200,6097661,Alameda,Livermore Valley Joint Unified,Sunset Elementary,N,,,K,5,799,43,44,5.5%,49,50,6.3%,798,43,44,5.5%,49,50,6.3%,Y
2013-14,1,61200,6110332,Alameda,Livermore Valley Joint Unified,Leo R. Croce Elementary,N,,,K,5,593,114,116,19.6%,145,147,24.8%,593,114,116,19.6%,145,147,24.8%,Y
2013-14,1,61200,6117543,Alameda,Livermore Valley Joint Unified,Altamont Creek Elementary,N,,,K,5,577,86,88,15.3%,110,112,19.4%,554,82,84,15.2%,105,107,19.3%,Y
2013-14,1,61218,6001358,Alameda,Mountain House Elementary,Mountain House Elementary,N,,,K,8,22,13,13,59.1%,15,15,68.2%,21,12,12,57.1%,14,14,66.7%,Y
2013-14,1,61234,1,Alameda,Newark Unified,"Nonpublic, Nonsectarian Schools",N,,,,,13,1,1,7.7%,1,1,7.7%,9,1,1,11.1%,1,1,11.1%,Y
2013-14,1,61234,130054,Alameda,Newark Unified,Newark Memorial High,N,,,9,12,1849,725,725,39.2%,876,876,47.4%,1804,704,704,39.0%,854,854,47.3%,Y
2013-14,1,61234,130484,Alameda,Newark Unified,Crossroads High (Alternative),N,,,K,12,35,16,16,45.7%,19,19,54.3%,30,13,13,43.3%,16,16,53.3%,Y
2013-14,1,61234,135426,Alameda,Newark Unified,Bridgepoint High (Continuation),N,,,9,12,97,53,53,54.6%,65,65,67.0%,78,45,45,57.7%,56,56,71.8%,Y
2013-14,1,61234,6001440,Alameda,Newark Unified,August Schilling Elementary,N,,,K,6,494,376,376,76.1%,416,416,84.2%,494,376,376,76.1%,416,416,84.2%,Y
2013-14,1,61234,6001457,Alameda,Newark Unified,E. L. Musick Elementary,N,,,K,6,300,184,184,61.3%,196,196,65.3%,298,183,183,61.4%,195,195,65.4%,Y
2013-14,1,61234,6001473,Alameda,Newark Unified,H. A. Snow Elementary,N,,,K,6,422,206,206,48.8%,236,236,55.9%,420,204,204,48.6%,234,234,55.7%,Y
2013-14,1,61234,6001481,Alameda,Newark Unified,James A. Graham Elementary,N,,,K,6,435,270,270,62.1%,303,303,69.7%,434,270,270,62.2%,303,303,69.8%,Y
2013-14,1,61234,6001499,Alameda,Newark Unified,James L. Bunker Elementary,N,,,K,6,546,137,138,25.3%,156,157,28.8%,546,137,138,25.3%,156,157,28.8%,Y
2013-14,1,61234,6001507,Alameda,Newark Unified,John F. Kennedy Elementary,N,,,K,6,369,87,87,23.6%,100,100,27.1%,368,86,86,23.4%,99,99,26.9%,Y
2013-14,1,61234,6001523,Alameda,Newark Unified,Lincoln Elementary,N,,,K,6,422,191,191,45.3%,222,222,52.6%,385,179,179,46.5%,208,208,54.0%,Y
2013-14,1,61234,6001531,Alameda,Newark Unified,Louis Milani Elementary,N,,,K,6,372,240,240,64.5%,274,274,73.7%,372,240,240,64.5%,274,274,73.7%,Y
2013-14,1,61234,6102917,Alameda,Newark Unified,Newark Junior High,N,,,7,8,940,474,475,50.5%,544,544,57.9%,940,474,475,50.5%,544,544,57.9%,Y
2013-14,1,61242,1,Alameda,New Haven Unified,"Nonpublic, Nonsectarian Schools",N,,,,,19,4,4,21.1%,6,6,31.6%,15,4,4,26.7%,5,5,33.3%,Y
2013-14,1,61242,110460,Alameda,New Haven Unified,Core Learning Academy at Conley-Caraballo High,N,,,9,12,163,81,81,49.7%,92,92,56.4%,90,39,39,43.3%,49,49,54.4%,Y
2013-14,1,61242,110478,Alameda,New Haven Unified,Alternative Learning Academy at Conley-Caraballo High,N,,,9,12,9,6,6,66.7%,8,8,88.9%,6,4,4,66.7%,5,5,83.3%,Y
2013-14,1,61242,126763,Alameda,New Haven Unified,Decoto School for Independent Study,N,,,K,12,149,66,66,44.3%,73,73,49.0%,120,51,51,42.5%,57,57,47.5%,Y
2013-14,1,61242,134668,Alameda,New Haven Unified,James Logan High,N,,,9,12,3875,1410,1418,36.6%,1749,1756,45.3%,3756,1350,1358,36.2%,1678,1685,44.9%,Y
2013-14,1,61242,6001572,Alameda,New Haven Unified,Alvarado Elementary,N,,,K,5,922,385,387,42.0%,500,501,54.3%,902,381,383,42.5%,494,495,54.9%,Y
2013-14,1,61242,6001606,Alameda,New Haven Unified,Hillview Crest Elementary,N,,,K,5,650,408,411,63.2%,464,467,71.8%,633,397,400,63.2%,451,454,71.7%,Y
2013-14,1,61242,6001622,Alameda,New Haven Unified,Searles Elementary,N,,,K,5,702,393,393,56.0%,468,468,66.7%,681,382,382,56.1%,454,454,66.7%,Y
2013-14,1,61242,6068266,Alameda,New Haven Unified,Alvarado Middle,N,,,6,8,1441,428,430,29.8%,543,544,37.8%,1441,428,430,29.8%,543,544,37.8%,Y
2013-14,1,61242,6097679,Alameda,New Haven Unified,Cesar Chavez Middle,N,,,6,8,1349,673,675,50.0%,817,818,60.6%,1349,673,675,50.0%,817,818,60.6%,Y
2013-14,1,61242,6101604,Alameda,New Haven Unified,Pioneer Elementary,N,,,K,5,859,269,269,31.3%,335,335,39.0%,837,266,266,31.8%,331,331,39.5%,Y
2013-14,1,61242,6115505,Alameda,New Haven Unified,Tom Kitayama Elementary,N,,,K,5,883,325,327,37.0%,413,415,47.0%,864,319,321,37.2%,406,408,47.2%,Y
2013-14,1,61242,6115554,Alameda,New Haven Unified,Guy Jr. Emanuele Elementary,N,,,K,5,688,328,329,47.8%,402,403,58.6%,686,326,327,47.7%,400,401,58.5%,Y
2013-14,1,61242,6118525,Alameda,New Haven Unified,Delaine Eastin Elementary,N,,,K,5,892,139,139,15.6%,182,182,20.4%,891,139,139,15.6%,182,182,20.4%,Y
2013-14,1,61259,1,Alameda,Oakland Unified,"Nonpublic, Nonsectarian Schools",N,,,,,166,39,45,27.1%,41,47,28.3%,149,33,38,25.5%,35,40,26.8%,Y
2013-14,1,61259,100065,Alameda,Oakland Unified,Oakland Unity High,N,510,Directly funded,9,12,292,196,202,69.2%,223,227,77.7%,277,184,190,68.6%,210,214,77.3%,Y
2013-14,1,61259,100123,Alameda,Oakland Unified,East Oakland Leadership Academy,N,499,Directly funded,K,8,116,106,106,91.4%,113,113,97.4%,116,106,106,91.4%,113,113,97.4%,Y
2013-14,1,61259,100701,Alameda,Oakland Unified,MetWest High,N,,,9,12,141,91,91,64.5%,105,105,74.5%,137,88,88,64.2%,102,102,74.5%,Y
2013-14,1,61259,100792,Alameda,Oakland Unified,Think College Now,Y,,,K,5,305,249,249,81.6%,274,274,89.8%,305,249,249,81.6%,274,274,89.8%,Y
2013-14,1,61259,102988,Alameda,Oakland Unified,EnCompass Academy Elementary,N,,,K,5,297,247,247,83.2%,267,267,89.9%,297,247,247,83.2%,267,267,89.9%,Y
2013-14,1,61259,106542,Alameda,Oakland Unified,Community Day,Y,,,9,12,16,13,13,81.3%,13,13,81.3%,15,12,12,80.0%,12,12,80.0%,Y
2013-14,1,61259,106559,Alameda,Oakland Unified,Oakland Community Day Middle,N,,,6,8,22,19,19,86.4%,19,19,86.4%,22,19,19,86.4%,19,19,86.4%,Y
2013-14,1,61259,106906,Alameda,Oakland Unified,Bay Area Technology,Y,661,Directly funded,6,12,239,176,176,73.6%,176,176,73.6%,236,174,174,73.7%,174,174,73.7%,Y
2013-14,1,61259,108803,Alameda,Oakland Unified,Aspire Millsmont Academy,N,689,Directly funded,K,12,266,202,208,78.2%,228,234,88.0%,265,201,207,78.1%,227,233,87.9%,Y
2013-14,1,61259,108944,Alameda,Oakland Unified,Lighthouse Community Charter High,N,700,Directly funded,9,12,236,177,178,75.4%,208,209,88.6%,210,159,160,76.2%,187,188,89.5%,Y
2013-14,1,61259,109819,Alameda,Oakland Unified,Aspire Berkley Maynard Academy,N,726,Directly funded,K,8,561,388,388,69.2%,452,452,80.6%,554,384,384,69.3%,445,445,80.3%,Y
2013-14,1,61259,109983,Alameda,Oakland Unified,World Academy,Y,745,Directly funded,K,5,475,394,399,84.0%,463,465,97.9%,443,365,370,83.5%,431,433,97.7%,Y
2013-14,1,61259,110189,Alameda,Oakland Unified,McClymonds High,N,,,9,12,275,224,225,81.8%,236,237,86.2%,264,215,216,81.8%,227,228,86.4%,Y
2013-14,1,61259,110239,Alameda,Oakland Unified,Reach Academy,Y,,,K,5,382,336,337,88.2%,349,350,91.6%,356,311,312,87.6%,323,324,91.0%,Y
2013-14,1,61259,110247,Alameda,Oakland Unified,Manzanita SEED,N,,,K,5,368,245,245,66.6%,273,273,74.2%,347,232,232,66.9%,258,258,74.4%,Y
2013-14,1,61259,110254,Alameda,Oakland Unified,Sankofa Academy,Y,,,P,8,328,271,271,82.6%,290,290,88.4%,317,264,264,83.3%,279,279,88.0%,Y
2013-14,1,61259,110262,Alameda,Oakland Unified,Rise Community,N,,,K,5,304,291,291,95.7%,300,300,98.7%,304,291,291,95.7%,300,300,98.7%,Y
2013-14,1,61259,111476,Alameda,Oakland Unified,Achieve Academy,Y,780,Directly funded,4,5,207,186,187,90.3%,206,207,100.0%,207,186,187,90.3%,206,207,100.0%,Y
2013-14,1,61259,111856,Alameda,Oakland Unified,American Indian Public High,N,765,Locally funded,9,12,149,82,83,55.7%,120,121,81.2%,136,72,73,53.7%,109,110,80.9%,Y
2013-14,1,61259,112763,Alameda,Oakland Unified,United for Success Academy,Y,,,6,8,436,392,392,89.9%,417,417,95.6%,436,392,392,89.9%,417,417,95.6%,Y
2013-14,1,61259,112771,Alameda,Oakland Unified,Alliance Academy,N,,,6,8,390,343,345,88.5%,365,367,94.1%,390,343,345,88.5%,365,367,94.1%,Y
2013-14,1,61259,112789,Alameda,Oakland Unified,Elmhurst Community Prep,Y,,,6,8,365,308,309,84.7%,324,325,89.0%,365,308,309,84.7%,324,325,89.0%,Y
2013-14,1,61259,112797,Alameda,Oakland Unified,Coliseum College Prep Academy,N,,,6,12,473,433,433,91.5%,466,466,98.5%,466,426,426,91.4%,459,459,98.5%,Y
2013-14,1,61259,112805,Alameda,Oakland Unified,ROOTS International Academy,N,,,6,8,349,323,324,92.8%,335,336,96.3%,349,323,324,92.8%,335,336,96.3%,Y
2013-14,1,61259,112813,Alameda,Oakland Unified,Fred T. Korematsu Discovery Academy,N,,,K,5,406,298,298,73.4%,318,318,78.3%,406,298,298,73.4%,318,318,78.3%,Y
2013-14,1,61259,114363,Alameda,Oakland Unified,American Indian Public Charter School II,N,882,Directly funded,K,8,483,281,281,58.2%,357,357,73.9%,481,280,280,58.2%,355,355,73.8%,Y
2013-14,1,61259,114454,Alameda,Oakland Unified,Conservatory of Vocal/Instrumental Arts,N,864,Directly funded,K,8,231,87,88,38.1%,126,127,55.0%,231,87,88,38.1%,126,127,55.0%,Y
2013-14,1,61259,114868,Alameda,Oakland Unified,Oakland Charter High,N,883,Directly funded,9,12,266,168,168,63.2%,210,210,78.9%,250,154,154,61.6%,196,196,78.4%,Y
2013-14,1,61259,115014,Alameda,Oakland Unified,KIPP Bridge Charter,N,938,Directly funded,5,8,309,185,186,60.2%,218,219,70.9%,309,185,186,60.2%,218,219,70.9%,Y
2013-14,1,61259,115204,Alameda,Oakland Unified,Community United Elementary,N,,,K,5,421,369,369,87.6%,386,386,91.7%,402,354,354,88.1%,370,370,92.0%,Y
2013-14,1,61259,115238,Alameda,Oakland Unified,ARISE High,N,837,Directly funded,9,12,247,204,204,82.6%,233,233,94.3%,234,191,191,81.6%,220,220,94.0%,Y
2013-14,1,61259,115386,Alameda,Oakland Unified,Civicorps Corpsmember Academy,N,948,Directly funded,9,Adult,73,62,62,84.9%,67,67,91.8%,0,0,0,0.0%,0,0,0.0%,Y
2013-14,1,61259,115576,Alameda,Oakland Unified,Futures Elementary,N,,,K,5,332,298,298,89.8%,304,304,91.6%,332,298,298,89.8%,304,304,91.6%,Y
2013-14,1,61259,115584,Alameda,Oakland Unified,Global Family,N,,,K,5,417,393,393,94.2%,407,407,97.6%,395,371,371,93.9%,385,385,97.5%,Y
2013-14,1,61259,115592,Alameda,Oakland Unified,Learning Without Limits,Y,1442,Directly funded,K,5,388,325,325,83.8%,363,363,93.6%,388,325,325,83.8%,363,363,93.6%,Y
2013-14,1,61259,115600,Alameda,Oakland Unified,East Oakland Pride Elementary,N,,,K,5,456,425,425,93.2%,442,442,96.9%,456,425,425,93.2%,442,442,96.9%,Y
2013-14,1,61259,115618,Alameda,Oakland Unified,Greenleaf Elementary,N,,,P,8,548,415,415,75.7%,460,460,83.9%,529,400,400,75.6%,443,443,83.7%,Y
2013-14,1,61259,115626,Alameda,Oakland Unified,West Oakland Middle,Y,,,6,8,214,185,185,86.4%,189,189,88.3%,214,185,185,86.4%,189,189,88.3%,Y
2013-14,1,61259,115667,Alameda,Oakland Unified,Oakland International High,Y,,,9,12,353,273,273,77.3%,286,286,81.0%,250,200,200,80.0%,209,209,83.6%,Y
2013-14,1,61259,118224,Alameda,Oakland Unified,Aspire Golden State College Preparatory Academy,N,1023,Directly funded,6,12,524,401,405,77.3%,452,456,87.0%,519,399,403,77.6%,449,453,87.3%,Y
2013-14,1,61259,118653,Alameda,Oakland Unified,Ralph J. Bunche High,N,,,9,12,118,97,97,82.2%,104,104,88.1%,61,55,55,90.2%,56,56,91.8%,Y
2013-14,1,61259,119859,Alameda,Oakland Unified,Gateway to College at Laney College,Y,,,9,12,96,36,39,40.6%,36,39,40.6%,27,10,12,44.4%,10,12,44.4%,Y
2013-14,1,61259,120188,Alameda,Oakland Unified,Aspire ERES Academy,N,1115,Directly funded,K,8,222,196,197,88.7%,216,216,97.3%,217,192,193,88.9%,211,211,97.2%,Y
2013-14,1,61259,121210,Alameda,Oakland Unified,Infant and Preschool Program,N,,,P,P,3,2,2,66.7%,2,2,66.7%,3,2,2,66.7%,2,2,66.7%,Y
2013-14,1,61259,121228,Alameda,Oakland Unified,Young Adult Program,Y,,,Adult,Adult,4,1,1,25.0%,1,1,25.0%,0,0,0,0.0%,0,0,0.0%,Y
2013-14,1,61259,121376,Alameda,Oakland Unified,Home and Hospital Program,N,,,K,12,6,1,1,16.7%,1,1,16.7%,3,0,0,0.0%,0,0,0.0%,Y
2013-14,1,61259,123711,Alameda,Oakland Unified,Vincent Academy,N,1271,Directly funded,K,5,134,109,109,81.3%,113,113,84.3%,123,100,100,81.3%,103,103,83.7%,Y
2013-14,1,61259,125161,Alameda,Oakland Unified,Castlemont High,N,,,9,12,564,458,459,81.4%,489,490,86.9%,529,431,432,81.7%,459,460,87.0%,Y
2013-14,1,61259,125716,Alameda,Oakland Unified,Fremont High,Y,,,9,12,727,569,570,78.4%,601,602,82.8%,661,520,521,78.8%,547,548,82.9%,Y
2013-14,1,61259,125856,Alameda,Oakland Unified,100 Black Men of the Bay Area Community,N,1399,Directly funded,K,12,103,54,54,52.4%,60,60,58.3%,95,48,48,50.5%,53,53,55.8%,Y
2013-14,1,61259,126748,Alameda,Oakland Unified,LPS Oakland R & D Campus,N,1449,Directly funded,9,12,303,261,261,86.1%,281,281,92.7%,289,247,247,85.5%,267,267,92.4%,Y
2013-14,1,61259,128413,Alameda,Oakland Unified,Aspire College Academy,N,1577,Directly funded,K,5,254,237,237,93.3%,244,244,96.1%,248,231,231,93.1%,238,238,96.0%,Y
2013-14,1,61259,130146,Alameda,Oakland Unified,Rudsdale Continuation,N,,,9,12,149,92,94,63.1%,96,98,65.8%,73,49,49,67.1%,51,51,69.9%,Y
2013-14,1,61259,130179,Alameda,Oakland Unified,Street Academy (Alternative),N,,,9,12,88,57,57,64.8%,66,66,75.0%,75,49,49,65.3%,58,58,77.3%,Y
2013-14,1,61259,130575,Alameda,Oakland Unified,LIFE Academy,N,,,6,12,419,361,361,86.2%,395,395,94.3%,406,352,352,86.7%,384,384,94.6%,Y
2013-14,1,61259,130617,Alameda,Oakland Unified,"Oakland Military Institute, College Preparatory Academy",N,349,Directly funded,6,12,719,438,443,61.6%,508,512,71.2%,707,431,436,61.7%,500,504,71.3%,Y
2013-14,1,61259,130633,Alameda,Oakland Unified,Lighthouse Community Charter,N,413,Directly funded,K,8,502,369,369,73.5%,422,422,84.1%,501,368,368,73.5%,421,421,84.0%,Y
2013-14,1,61259,130666,Alameda,Oakland Unified,Aspire Lionel Wilson College Preparatory Academy,N,465,Directly funded,6,12,499,434,435,87.2%,468,469,94.0%,495,430,431,87.1%,464,465,93.9%,Y
2013-14,1,61259,132688,Alameda,Oakland Unified,Dewey Academy,N,,,9,12,246,184,184,74.8%,199,199,80.9%,105,76,76,72.4%,85,85,81.0%,Y
2013-14,1,61259,135905,Alameda,Oakland Unified,Oakland High,Y,,,9,12,1552,1223,1227,79.1%,1340,1344,86.6%,1459,1152,1155,79.2%,1261,1264,86.6%,Y
2013-14,1,61259,136051,Alameda,Oakland Unified,Oakland Technical High,N,,,9,12,2092,922,922,44.1%,1121,1121,53.6%,2028,886,886,43.7%,1079,1079,53.2%,Y
2013-14,1,61259,137943,Alameda,Oakland Unified,Skyline High,N,,,9,12,1781,1171,1172,65.8%,1336,1337,75.1%,1728,1131,1132,65.5%,1292,1293,74.8%,Y
2013-14,1,61259,3030772,Alameda,Oakland Unified,Oakland School for the Arts,N,340,Directly funded,6,12,676,77,81,12.0%,92,96,14.2%,666,77,81,12.2%,91,95,14.3%,Y
2013-14,1,61259,6001630,Alameda,Oakland Unified,Allendale Elementary,Y,,,K,5,385,346,346,89.9%,362,362,94.0%,365,332,332,91.0%,345,345,94.5%,Y
2013-14,1,61259,6001648,Alameda,Oakland Unified,Chabot Elementary,N,,,K,5,590,42,43,7.3%,54,55,9.3%,590,42,43,7.3%,54,55,9.3%,Y
2013-14,1,61259,6001655,Alameda,Oakland Unified,Bella Vista Elementary,Y,,,K,5,504,287,288,57.1%,327,328,65.1%,476,276,277,58.2%,313,314,66.0%,Y
2013-14,1,61259,6001663,Alameda,Oakland Unified,Brookfield Elementary,Y,,,K,5,363,232,232,63.9%,250,250,68.9%,363,232,232,63.9%,250,250,68.9%,Y
2013-14,1,61259,6001689,Alameda,Oakland Unified,Burckhalter Elementary,N,,,K,5,280,209,209,74.6%,222,222,79.3%,280,209,209,74.6%,222,222,79.3%,Y
2013-14,1,61259,6001697,Alameda,Oakland Unified,Carl B. Munck Elementary,N,,,K,5,301,181,182,60.5%,213,214,71.1%,301,181,182,60.5%,213,214,71.1%,Y
2013-14,1,61259,6001713,Alameda,Oakland Unified,Howard Elementary,N,,,K,5,197,157,157,79.7%,173,173,87.8%,196,156,156,79.6%,172,172,87.8%,Y
2013-14,1,61259,6001739,Alameda,Oakland Unified,Cleveland Elementary,N,,,K,5,387,193,193,49.9%,232,232,59.9%,387,193,193,49.9%,232,232,59.9%,Y
2013-14,1,61259,6001754,Alameda,Oakland Unified,Crocker Highlands Elementary,N,,,K,5,431,19,20,4.6%,25,26,6.0%,431,19,20,4.6%,25,26,6.0%,Y
2013-14,1,61259,6001812,Alameda,Oakland Unified,Emerson Elementary,N,,,K,5,335,242,242,72.2%,276,276,82.4%,316,234,234,74.1%,267,267,84.5%,Y
2013-14,1,61259,6001820,Alameda,Oakland Unified,Franklin Elementary,Y,,,K,5,750,611,611,81.5%,668,668,89.1%,750,611,611,81.5%,668,668,89.1%,Y
2013-14,1,61259,6001838,Alameda,Oakland Unified,Fruitvale Elementary,Y,,,K,5,437,316,316,72.3%,339,339,77.6%,437,316,316,72.3%,339,339,77.6%,Y
2013-14,1,61259,6001846,Alameda,Oakland Unified,Garfield Elementary,Y,,,K,5,604,517,518,85.8%,558,559,92.5%,565,488,489,86.5%,527,528,93.5%,Y
2013-14,1,61259,6001853,Alameda,Oakland Unified,Glenview Elementary,N,,,K,5,465,128,128,27.5%,171,171,36.8%,465,128,128,27.5%,171,171,36.8%,Y
2013-14,1,61259,6001879,Alameda,Oakland Unified,Grass Valley Elementary,N,,,K,5,269,172,172,63.9%,190,190,70.6%,260,169,169,65.0%,185,185,71.2%,Y
2013-14,1,61259,6001895,Alameda,Oakland Unified,Kaiser Elementary,N,,,K,5,274,66,66,24.1%,86,86,31.4%,274,66,66,24.1%,86,86,31.4%,Y
2013-14,1,61259,6001903,Alameda,Oakland Unified,New Highland Academy,Y,,,K,5,313,290,290,92.7%,308,308,98.4%,313,290,290,92.7%,308,308,98.4%,Y
2013-14,1,61259,6001911,Alameda,Oakland Unified,Hillcrest Elementary,N,,,K,8,346,13,14,4.0%,13,14,4.0%,346,13,14,4.0%,13,14,4.0%,Y
2013-14,1,61259,6001929,Alameda,Oakland Unified,Horace Mann Elementary,Y,,,K,5,369,330,333,90.2%,342,344,93.2%,356,320,323,90.7%,332,334,93.8%,Y
2013-14,1,61259,6001945,Alameda,Oakland Unified,Joaquin Miller Elementary,N,,,K,5,422,57,57,13.5%,71,71,16.8%,422,57,57,13.5%,71,71,16.8%,Y
2013-14,1,61259,6001978,Alameda,Oakland Unified,Lafayette Elementary,Y,,,K,5,274,245,245,89.4%,260,260,94.9%,274,245,245,89.4%,260,260,94.9%,Y
2013-14,1,61259,6001994,Alameda,Oakland Unified,Laurel Elementary,N,,,K,5,556,384,385,69.2%,446,447,80.4%,556,384,385,69.2%,446,447,80.4%,Y
2013-14,1,61259,6002018,Alameda,Oakland Unified,Lincoln Elementary,N,,,K,5,746,519,519,69.6%,647,647,86.7%,746,519,519,69.6%,647,647,86.7%,Y
2013-14,1,61259,6002042,Alameda,Oakland Unified,Manzanita Community,Y,,,K,5,350,282,285,81.4%,299,302,86.3%,350,282,285,81.4%,299,302,86.3%,Y
2013-14,1,61259,6002059,Alameda,Oakland Unified,Markham Elementary,Y,,,K,5,346,323,323,93.4%,335,335,96.8%,326,304,304,93.3%,316,316,96.9%,Y
2013-14,1,61259,6002075,Alameda,Oakland Unified,Bridges Academy,Y,,,K,5,366,330,330,90.2%,346,346,94.5%,350,314,314,89.7%,330,330,94.3%,Y
